Pteropodid-Plant Interactions Database 1985-2020													
S.A. Aziz, K.R. McConkey, K. Tanalgo, T. Sritongchuay, M-R. Low, J.Y. Yong, T.L. Mildenstein, C.E Nuevo-Diego, V.C. Lim & P.A. Racey													
													
Fr = fruit (including fig syconia); Fl = flower (including nectar and/or pollen); L = leaf; Se = seed ingested; B = bark; T = twigs; Sa = sap													
C = conflict; D = diet; FM = foraging movement; P = pollination; SD = seed dispersal; SG = seed/spore germination ; NOTE that 'aspect studied/recorded/observed' does not necessarily mean the bat was confirmed as playing that role.													
NB: Genus or species epithets followed by (?) are those that were either not found in theplantlist.org or are unresolved, and could not be definitively identified or confirmed.													
													
Pteropodid species	Plant family	Plant genus	Plant species	Fr	Fl	L	Se	B	T	Sa	Country/ Region	Reference	Aspect studied/recorded/observed
Pteropus tonganus	Combretaceae	Terminalia	litoralis	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Combretaceae	Terminalia	megalocarpa	x	x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Combretaceae	Terminalia	megalocarpa	x	x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Combretaceae	Terminalia	samoensis (?)	x	x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Combretaceae	Terminalia	samoensis (?)	x	x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Combretaceae	Terminalia	solomonensis (?)	x	x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Combretaceae	Terminalia	solomonensis (?)	x	x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Cunoniaceae	Geissois	superba		x						Fiji	Scanlon et al., 2014	D
Pteropus tonganus	Dilleniaceae	Dillenia	biflora		x						Fiji	Scanlon et al., 2014	D
Pteropus tonganus	Ebenaceae	Diospyros	foliosa	x							Tonga (Vava'u Islands)	McConkey and Drake, 2006	D, FM, SD
Pteropus tonganus	Ebenaceae	Diospyros	foliosa	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Ebenaceae	Diospyros	major	x							Tonga	McConkey and Drake, 2002	SD
Pteropus tonganus	Ebenaceae	Diospyros	samoensis	x							Tonga	McConkey and Drake, 2002	SD
Pteropus tonganus	Elaeocarpaceae	Elaeocarpus	ulianus		x						Samoan archipelago	Banack, 1998	D
Pteropus tonganus	Elaeocarpaceae	Elaeocarpus	ulianus		x		x				Samoan archipelago	Banack and Grant, 2003	D
Pteropus tonganus	Fabaceae	Albizia	saman		x						Samoan archipelago	Banack, 1998	D
Pteropus tonganus	Fabaceae	Albizia	saman		x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Fabaceae	Albizia	saman		x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Fabaceae	Archidendron	sp.		x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Fabaceae	Archidendron	sp.		x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Fabaceae	Cynometra 	falcata		x						Fiji	Luskin, 2010	D, FM
Pteropus tonganus	Fabaceae	Erythrina 	variegata		x						Fiji	Luskin, 2010	D, FM
Pteropus tonganus	Fabaceae	Erythrina	variegata		x	x					Samoan archipelago	Banack, 1998	D
Pteropus tonganus	Fabaceae	Erythrina	variegata		x						Fiji	Scanlon et al., 2014	D
Pteropus tonganus	Fabaceae	Erythrina	variegata		x	x					Samoan archipelago	Banack and Grant, 2003	D
Pteropus tonganus	Fabaceae	Inocarpus	fagifer	x							Samoan archipelago	Banack, 1998	D
Pteropus tonganus	Fabaceae	Inocarpus	fagifer	x			x				Samoan archipelago	Banack and Grant, 2003	D
Pteropus tonganus	Fabaceae	Inocarpus	fagifer	x							American Samoa	Nelson et al., 2005a	D
Pteropus tonganus	Fabaceae	Inocarpus	fagifer	x							Tonga	McConkey and Drake, 2002	SD
Pteropus tonganus	Fabaceae	Inocarpus	fagifer	x							Tonga (Vava'u Islands)	McConkey and Drake, 2006	D, FM, SD
Pteropus tonganus	Fabaceae	Inocarpus	fagifer	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Fabaceae	Inocarpus	fagifer	x							Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Fabaceae	Inocarpus	fagifer	x							Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Fabaceae	Maniltoa	grandiflora	x			x				Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Fabaceae	Mucuna	sp.		x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Fabaceae	Mucuna	sp.		x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Gentianaceae	Fagraea	berteroana/berteriana	x							American Samoa	Nelson et al., 2005a	D
Pteropus tonganus	Gentianaceae	Fagraea	berteroana/berteriana		x						Fiji	Scanlon et al., 2014	D
Pteropus tonganus	Gnetaceae	Gnetum	gnemon	x							Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Gnetaceae	Gnetum	gnemon	x							Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Hernandiaceae	Hernandia	nymphaeifolia	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Lamiaceae	Faradaya	amicorum	x							Tonga (Vava'u Islands)	McConkey and Drake, 2006	D, FM, SD
Pteropus tonganus	Lamiaceae	Faradaya	amicorum	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Lecythidaceae	Barringtonia	asiatica	x	x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Lecythidaceae	Barringtonia	asiatica	x	x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Lecythidaceae	Barringtonia	edulis	x	x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Lecythidaceae	Barringtonia	edulis	x	x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Lecythidaceae	Barringtonia	novae-hiberniae		x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Lecythidaceae	Barringtonia	novae-hiberniae		x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Lecythidaceae	Barringtonia	procera	x	x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Lecythidaceae	Barringtonia	procera	x	x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Lecythidaceae	Barringtonia	racemosa		x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Lecythidaceae	Barringtonia	racemosa		x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Lecythidaceae	Barringtonia	sp.	x	x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Lecythidaceae	Barringtonia	sp.	x	x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Lecythidaceae	Barringtonia	seaturae		x						Fiji	Scanlon et al., 2014	D
Pteropus tonganus	Lecythidaceae	Barringtonia	spp.		x						Fiji	Scanlon et al., 2014	D
Pteropus tonganus	Loranthaceae	Decaisnina	forsteriana		x						Fiji	Scanlon et al., 2014	D
Pteropus tonganus	Lythraceae	Sonneratia 	sp.	x	x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Lythraceae	Sonneratia 	sp.	x	x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Malvaceae	Ceiba	pentandra		x						Samoan archipelago	Banack, 1998	D
Pteropus tonganus	Malvaceae	Ceiba	pentandra	unknown							Samoan archipelago	Pierson et al., 1996	D, FM
Pteropus tonganus	Malvaceae	Ceiba	pentandra	x	x						Samoa (Savai'i)	Elmqvist et al., 1992	D, FM, P
Pteropus tonganus	Malvaceae	Ceiba	pentandra	x	x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Malvaceae	Ceiba	pentandra	x	x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Malvaceae	Hibiscus	tilliaceae		x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Malvaceae	Hibiscus	tilliaceae		x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Meliaceae	Dysoxylum	sp.	x	x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Meliaceae	Dysoxylum	sp.	x	x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Meliaceae	Vavaea	amicorum	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Moraceae	Artocarpus 	altilis	x							Fiji	Luskin, 2010	D, FM
Pteropus tonganus	Moraceae	Artocarpus	altilis	x							Samoan archipelago	Pierson et al., 1996	D, FM
Pteropus tonganus	Moraceae	Artocarpus	altilis	x							Samoan archipelago	Banack and Grant, 2003	D
Pteropus tonganus	Moraceae	Artocarpus	altilis	x							American Samoa	Nelson et al., 2005a	D
Pteropus tonganus	Moraceae	Artocarpus	altilis	x							Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Moraceae	Artocarpus	altilis	x							Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Moraceae	Castilla	elastica	x							Samoan archipelago	Pierson et al., 1996	D, FM
Pteropus tonganus	Moraceae	Ficus	copiosa	x	x (?)						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Moraceae	Ficus	copiosa	x	x (?)						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Moraceae	Ficus	obliqua	x							Samoan archipelago	Banack and Grant, 2003	D
Pteropus tonganus	Moraceae	Ficus	obliqua	x							Samoan archipelago	Pierson et al., 1996	D, FM
Pteropus tonganus	Moraceae	Ficus	prolixa	x							Cook Islands	Compton and McCormack, 1999	SD
Pteropus tonganus	Moraceae	Ficus	prolixa	x							Cook Islands	Staddon et al., 2010	SD
Pteropus tonganus	Moraceae	Ficus	prolixa	x							Samoan archipelago	Banack and Grant, 2003	D
Pteropus tonganus	Moraceae	Ficus	racemigera	x							New Caledonia	Duron et al., 2017	SG
Pteropus tonganus	Moraceae	Ficus	scabra	x							American Samoa	Nelson et al., 2005a	D
Pteropus tonganus	Moraceae	Ficus	tinctoria	x							American Samoa	Nelson et al., 2005a	D
Pteropus tonganus	Moraceae	Ficus	uniauriculata (?)	x							American Samoa	Nelson et al., 2005a	D
Pteropus tonganus	Moraceae	Ficus	wassa	x							Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Moraceae	Ficus	wassa	x							Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Moraceae	Ficus	sp.	x							Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Moraceae	Ficus	sp.	x							Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Moraceae	Ficus	spp.	x							Fiji	Scanlon et al., 2014	D, SG
Pteropus tonganus	Moraceae	Ficus	spp.	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Musaceae	Musa	paradisiaca	x							Samoan archipelago	Pierson et al., 1996	D, FM
Pteropus tonganus	Musaceae	Musa	paradisiaca	unknown							Samoan archipelago	Banack and Grant, 2003	D
Pteropus tonganus	Musaceae	Musa	paradisiaca	x							American Samoa	Nelson et al., 2005a	D
Pteropus tonganus	Musaceae	Musa	spp.	x	x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Musaceae	Musa	spp.	x	x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Myristicaceae	Myristica	spp.	x							Fiji	Scanlon et al., 2014	D
Pteropus tonganus	Myrtaceae	Psidium	guajava	x							Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Myrtaceae	Psidium	guajava	x							Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Myrtaceae	Syzygium	clusiifolium	x							Tonga (Vava'u Islands)	McConkey and Drake, 2006	D, FM, SD
Pteropus tonganus	Myrtaceae	Syzygium	clusiifolium	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Myrtaceae	Syzygium	dealbatum (?)	x	x						Samoan archipelago	Banack, 1998	D
Pteropus tonganus	Myrtaceae	Syzygium	dealbatum (?)	x	x						Tonga (Vava'u Islands)	McConkey and Drake, 2006	D, FM, SD
Pteropus tonganus	Myrtaceae	Syzygium	dealbatum (?)	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Myrtaceae	Syzygium	inophylloides	x	x		x				Samoan archipelago	Banack and Grant, 2003	D
Pteropus tonganus	Myrtaceae	Syzygium	inophylloides		x						Samoan archipelago	Pierson et al., 1996	D, FM
Pteropus tonganus	Myrtaceae	Syzygium	inophylloides	x	x						Samoa (Savai'i)	Elmqvist et al., 1992	D, FM
Pteropus tonganus	Myrtaceae	Syzygium	jambos	x							Samoan archipelago	Banack, 1998	D
Pteropus tonganus	Myrtaceae	Syzygium	malaccense	x	x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Myrtaceae	Syzygium	malaccense	x	x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Myrtaceae	Syzygium	nutans	x							Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Myrtaceae	Syzygium	nutans	x							Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Myrtaceae	Syzygium	quadrangulatum	x							Tonga	McConkey and Drake, 2002	SD
Pteropus tonganus	Myrtaceae	Syzygium	spp.		x						Fiji	Scanlon and Petit, 2013	D
Pteropus tonganus	Myrtaceae	Syzygium	spp.		x						Fiji	Scanlon et al., 2014	D
Pteropus tonganus	Myrtaceae	Syzygium	spp.	x	x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Myrtaceae	Syzygium	spp.	x	x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Oleaceae	Chionanthus	vitiensis	x							Tonga (Vava'u Islands)	McConkey and Drake, 2006	D, FM, SD
Pteropus tonganus	Oleaceae	Chionanthus	vitiensis	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Oleaceae	Jasminum	didymum (?)	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Pandanaceae	Freycinetia	demissa	x							Fiji	Scanlon et al., 2014	D
Pteropus tonganus	Pandanaceae	Freycinetia	sulcata	x							New Caledonia	Duron et al., 2017	SG
Pteropus tonganus	Pandanaceae	Freycinetia	spp.		x						Fiji	Scanlon and Petit, 2013	D
Pteropus tonganus	Pandanaceae	Freycinetia	spp.		x						Fiji	Scanlon et al., 2014	D
Pteropus tonganus	Pandanaceae	Pandanus	tectorius	x							Tonga	McConkey and Drake, 2002	SD
Pteropus tonganus	Pandanaceae	Pandanus	tectorius	x							Tonga (Vava'u Islands)	McConkey and Drake, 2006	D, FM, SD
Pteropus tonganus	Pandanaceae	Pandanus	tectorius	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Pandanaceae	Pandanus	sp. 1		x						Fiji	Scanlon et al., 2014	D
Pteropus tonganus	Pandanaceae	Pandanus	sp. 2		x						Fiji	Scanlon et al., 2014	D
Pteropus tonganus	Pandanaceae	Pandanus	spp.	x							Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Pandanaceae	Pandanus	spp.	x							Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Phyllanthaceae	Flueggea	flexuosa	x							Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Phyllanthaceae	Flueggea	flexuosa	x							Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Piperaceae	Piper	betle	x							Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Piperaceae	Piper	betle	x							Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Podocarpaceae	Podocarpus	pallidus	x			x				Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Passifloraceae	Blephistelma (Passiflora)	aurantia	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Rhizophoraceae	Bruguiera	gymnorhiza		x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Rhizophoraceae	Bruguiera	gymnorhiza		x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Rhizophoraceae	Rhizophora	apiculata	x							Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Rhizophoraceae	Rhizophora	apiculata	x							Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Rubiaceae	Guettarda	speciosa	x							Samoan archipelago	Banack, 1998	D
Pteropus tonganus	Rubiaceae	Guettarda	speciosa	x							Tonga (Vava'u Islands)	McConkey and Drake, 2006	D, FM, SD
Pteropus tonganus	Rubiaceae	Guettarda	speciosa	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Rubiaceae	Gynochthodes	epiphytica	x							Samoan archipelago	Banack, 1998	D
Pteropus tonganus	Rubiaceae	Morinda	citrifolia	x							Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Rubiaceae	Morinda	citrifolia	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Rubiaceae	Morinda	citrifolia	x							Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Rubiaceae	Neonauclea	forsteri		x						Samoan archipelago	Banack and Grant, 2003	D
Pteropus tonganus	Rubiaceae	Psychotria	spp.	x							Fiji	Scanlon et al., 2014	D
Pteropus tonganus	Rutaceae	Euodia	hortensis (?)	x	x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Rutaceae	Euodia	hortensis (?)	x	x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Rutaceae	Micromelum	minutum	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Sapindaceae	Allophylus	cobbe	x							Samoan archipelago	Banack and Grant, 2003	D
Pteropus tonganus	Sapindaceae	Allophylus	cobbe	x							Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Sapindaceae	Allophylus	cobbe	x							Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Sapotaceae	Burckella	obovata	x	x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Sapotaceae	Burckella	obovata	x	x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Sapotaceae	Burckella	richii	x							Tonga	McConkey and Drake, 2002	SD
Pteropus tonganus	Sapotaceae	Burckella	richii	x							Tonga (Vava'u Islands)	McConkey and Drake, 2006	D, FM, SD
Pteropus tonganus	Sapotaceae	Burckella	richii	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Sapotaceae	Palaquium	stehlinii	x							Samoan archipelago	Banack, 1998	D
Pteropus tonganus	Sapotaceae	Palaquium	stehlinii	x							Samoan archipelago	Banack and Grant, 2003	D
Pteropus tonganus	Sapotaceae	Palaquium	stehlinii	x							American Samoa	Nelson et al., 2005a	D
Pteropus tonganus	Sapotaceae	Pouteria / Planchonella	garberi	x							Samoan archipelago	Banack, 1998	D
Pteropus tonganus	Sapotaceae	Pouteria / Planchonella	garberi	x							Samoan archipelago	Banack and Grant, 2003	D
Pteropus tonganus	Sapotaceae	Pouteria / Planchonella	garberi	x							American Samoa	Nelson et al., 2005a	D
Pteropus tonganus	Sapotaceae	Pouteria / Planchonella	garberi	x							Tonga	McConkey and Drake, 2002	SD
Pteropus tonganus	Sapotaceae	Pouteria / Planchonella	grayana	x							Samoan archipelago	Banack, 1998	D
Pteropus tonganus	Sapotaceae	Pouteria / Planchonella	grayana	x			x				Samoan archipelago	Banack and Grant, 2003	D
Pteropus tonganus	Sapotaceae	Pouteria / Planchonella	grayana	x							Tonga	McConkey and Drake, 2002	SD
Pteropus tonganus	Sapotaceae	Pouteria / Planchonella	grayana	x							Tonga (Vava'u Islands)	McConkey and Drake, 2006	D, FM, SD
Pteropus tonganus	Sapotaceae	Pouteria / Planchonella	grayana	x							Tonga (Vava'u Islands)	McConkey and Drake, 2015	SD
Pteropus tonganus	Sapotaceae	Pouteria / Planchonella	samoensis	x	x						Samoan archipelago	Banack, 1998	D
Pteropus tonganus	Sapotaceae	Pouteria / Planchonella	samoensis	x	x		x				Samoan archipelago	Banack and Grant, 2003	D
Pteropus tonganus	Urticaceae	Dendrocnide	sp.		x						Solomon Islands (Temotu Province)	Lavery et al., 2020	D
Pteropus tonganus	Urticaceae	Dendrocnide	sp.		x						Vanuatu (Torba Province)	Lavery et al., 2020	D
Pteropus tonganus	Urticaceae	Pipturus	argenteus							x	American Samoa	Trail, 1994	D
Pteropus tonganus	Zingiberaceae	Alpinia	spp.		x						Fiji	Scanlon et al., 2014	D
Pteropus tonganus	unknown	unknown	unknown	unknown							American Samoa	Grant et al., 1997	FM
Pteropus tonganus	unknown	unknown	unknown	unknown							American Samoa (Tutuila)	Richmond et al., 1998	FM
Pteropus tonganus	unknown	unknown	unknown	unknown							American Samoa	Banack and Grant, 2002	FM
Pteropus tonganus	unknown	unknown	unknown	unknown							Samoa (Savai'i)	Richmond et al., 1998	FM
Pteropus tonganus	unknown	unknown	unknown	unknown							Tonga (Vava'u Islands)	McConkey and Drake, 2007	FM
Pteropus tuberculatus	Anacardiaceae	Campnosperma	brevipetiolatum	x							Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Anacardiaceae	Mangifera	indica	x							Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Arecaceae	Cocos	nucifera	x	x						Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D, FM
Pteropus tuberculatus	Arecaceae	Licuala	sp.	x							Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Arecaceae	Metroxylon	salomonense	x							Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Burseraceae	Canarium	vanikoroense	x							Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Calophyllaceae	Mammea	odorata	x	x						Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Caricaceae	Carica 	papaya	x							Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Combretaceae	Terminalia	catappa	x							Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Cyatheaceae	Cyathea	sp.			x					Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Fabaceae	Inocarpus	fagifer	x							Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Lecythidaceae	Barringtonia	edulis	x	x						Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Lecythidaceae	Barringtonia	procera	x	x						Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Lecythidaceae	Barringtonia	racemosa		x						Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Lythraceae	Sonneratia	sp.	x	x						Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Malvaceae	Ceiba	pentandra		x						Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Moraceae	Artocarpus	altilis	x	x						Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D, FM
Pteropus tuberculatus	Moraceae	Ficus	sp.	x							Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Myrtaceae	Psidium	guajava	x							Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Myrtaceae	Syzygium	malaccense	x	x						Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Myrtaceae	Syzygium	spp.	x	x						Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Pandanaceae	Pandanus	sp.	x							Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Piperaceae	Piper	betle	x							Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Rhizophoraceae	Bruguiera	gymnorhiza	x							Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus tuberculatus	Rhizophoraceae	Rhizophora	apiculata	x							Solomon Islands (Tevai & Baine)	Lavery et al., 2020	D
Pteropus vampyrus	Anacardiaceae	Campnosperma	auriculatum	x							Singapore	Corlett and Lucas, 1989	FM
Pteropus vampyrus	Anacardiaceae	Mangifera	altissima	x							Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Anacardiaceae	Mangifera 	indica	unknown							Indonesia (Java)	Hengjan et al., 2018	FM
Pteropus vampyrus	Anacardiaceae	Mangifera 	indica	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Anacardiaceae	Mangifera	indica	x							Philippines (Luzon)	Stier and Mildenstein, 2005	D
Pteropus vampyrus	Anacardiaceae	Mangifera 	odorata	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Annonaceae	Annona	muricata	unknown							Indonesia (Java)	Hengjan et al., 2018	FM
Pteropus vampyrus	Apocynaceae	Tabernaemontana 	macrocarpa	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Aquifoliaceae	Ilex 	hypoglauca	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Arecaceae	Cocos	nucifera		x						Indonesia (Sebesi Island, Krakatau Islands)	Shilton and Whittaker, 2009	D, FM
Pteropus vampyrus	Caricaceae	Carica 	papaya	unknown							Indonesia (Java)	Hengjan et al., 2018	FM
Pteropus vampyrus	Caricaceae	Carica 	papaya	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Celastraceae	Lophopetalum 	multinervium	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Chrysobalanaceae	Licania 	splendens	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Combretaceae	Terminalia	catappa	x							Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, FM
Pteropus vampyrus	Dipterocarpaceae	Shorea	sp.	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Elaeocarpaceae	Elaeocarpus	tectorius	x							Malaysia (Peninsula)	Mohd-Azlan et al., 2001	D, FM
Pteropus vampyrus	Euphorbiaceae	Elateriospermum 	tapos		x						Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Euphorbiaceae	Macaranga 	pearsonii	x							Malaysia (Sarawak)	Gumal, 2001	D, FM
Pteropus vampyrus	Fabaceae	Albizia	chinensis	unknown							Indonesia (Java)	Hengjan et al., 2018	FM
